paragraph_id,volume_title,monster_type,narrative_themes,theme_descriptions,keywords,text
V28-P486,卷十四·诺皋记上,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,虎窟山，相传燕建平中，济南太守胡谘于此山窟得白虎，因名焉。
V28-P487,卷十四·诺皋记上,神仙志怪,灵物异迹,灵异物品、奇石异树、怪泉灵洞的记载,,乌山下无水，魏末，有人掘井五丈，得石函。函中得龟，大如马蹄，积炭五枝于函旁。复掘三丈，遇盘石，下有水流汹汹然，遂凿石穿水，北流甚驶。俄有船触石而上，匠人窥船上得……
V28-P488,卷十四·诺皋记上,民俗神灵,神灵传说,关于神仙、民俗神灵的传说记载,精,平原县西十里，旧有杜林。南燕太上末，有邵敬伯者，家于长白山。有人寄敬伯函书，言：「我吴江使也，令吾通问于济伯。今须过长白，幸君为通之。」仍教敬伯，但于杜林中取树……
V28-P489,卷十四·诺皋记上,梦兆占验,梦兆应验,梦中的预兆后来应验,神,妒妇津，相传言，晋大始中，刘伯玉妻段氏，字光明，性妒忌。伯玉常于妻前诵《洛神赋》，语其妻曰：「娶妇得如此，吾无憾焉。」明光曰：「君何以水神善而欲轻我？吾死，何愁……
V28-P490,卷十四·诺皋记上,降妖伏魔,修道成仙,通过修炼得道成仙,道,虞道施，义熙中，乘车山行。忽有人，乌衣，径上车言寄载。头上有光，口目皆赤，面被毛。行十里方去，临别语施曰：「我是驱除大将军，感尔相容。」因留赠银环双。
V28-P491,卷十四·诺皋记上,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,晋隆安中，吴兴有人年可二十，自号圣公，姓谢，死已百年，忽诣陈氏宅，言是己旧宅，可见还，不尔烧汝。一夕火发荡尽，因有鸟毛插地绕宅，周匝数重，百姓乃起庙。
V28-P492,卷十四·诺皋记上,民俗神灵,天上人间、形体变化,天上与人间的往返穿梭、身体形体的各种变化,魅、怪、佛、龙、符,大定初，有士人随新罗使，风吹至处，人皆长须，语与唐言通，号长须国。人物茂盛，栋宇衣冠，稍异中国，地曰扶桑洲。其署官品，有正长、戢波、目役，岛逻等号。士人历谒数处……
V28-P493,卷十四·诺皋记上,神仙志怪,法术幻术、物怪变形,使用法术或幻术的故事、无生命物体变形为怪物或精灵,怪,天宝初，安思顺进五色玉带，又于左藏库中得五色玉杯。上怪近日西尽无五色玉，令责安西诸蕃。蕃言：「比常进皆为小勃律所劫，不达。」上怒，欲征之。群臣多谏，独李右座赞成……
V28-P494,卷十四·诺皋记上,神仙志怪,隐逸修行,隐逸修行的故事,,郭代公尝山居，中夜有人面如盘，瞚目出于灯下。公了无惧色，徐染翰题其颊曰：「久戍人偏老，长征马不肥。」公之警句也。题毕吟之，其物遂灭。数日，公随樵闲步，见巨木上有……
V28-P495,卷十四·诺皋记上,神仙志怪,异闻杂录,古文叙事模式的超自然片段，以叙事标记词为特征,怪,大历中，有士人庄在渭南，遇疾卒于京，妻柳氏因庄居。子年十二，夏夜，其子忽恐悸不眠。三更后，忽见老人，白衣，两牙出吻外，熟视之。良久，渐近床前。床前有婢眠熟，因扼……
V28-P496,卷十四·诺皋记上,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,贾相公在滑州，境内大旱，秋稼尽损。贾召大将二人，谓曰：「今岁荒旱，烦君二人救三军百姓也。」皆言：「苟利军州，死不足辞。」贾笑曰：「君可辱为健步，乙日当有两骑，衣……
V28-P497,卷十四·诺皋记上,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,胡珦为虢州，时猎人杀得鹿，重一百八十斤。蹄下贯铜鐶，鐶上有篆字，博物不能识之。
V28-P498,卷十四·诺皋记上,神仙志怪,天上人间,天上与人间的往返穿梭,道,博士丘濡说，汝州旁县，五十年前，村人失其女。数岁忽自归，言初被物寐中牵去，倏止处，及明，乃在古塔中。见美丈夫，谓曰：「我天人，分合得汝为妻。自有年限，勿生疑惧。……
V28-P499,卷十四·诺皋记上,神仙志怪,侠客义行,侠客、刺客的义行故事,怪,李公佐大历中在庐州，有书吏王庚请假归。夜行郭外，忽值引骑呵辟，书吏遽映大树窥之，且怪此无尊官也。导骑后人，紫衣，仪卫如节使。后有车乘，方渡水，御者前白：「车索断……
V28-P500,卷十四·诺皋记上,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,元和初，有一士人失姓字，因醉卧厅中。及醒，见古屏上妇人等，悉于床前踏歌，歌曰：「长安女儿踏春阳，无处春阳不断肠。舞袖弓腰浑忘却，蛾眉空带九秋霜。」其中双鬟者问曰……
V28-P501,卷十四·诺皋记上,民俗神灵,僧尼异事、佛法灵验、异闻杂录,僧尼的奇异经历、佛法感应、灵验显灵的故事、古文叙事模式的超自然片段，以叙事标记词为特征,神、魅、怪、僧、道、龙、咒,郑相在梁州，有龙兴寺僧智圆，善总持敕勒之术，制邪理痛多著效，日有数十人候门。智圆腊高稍倦，郑公颇敬之。因求住城东隙地，郑公为起草屋种植，有沙弥、行者各人。居之数……
V28-P502,卷十四·诺皋记上,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,龙,元和初，洛阳村百姓王清，佣力得钱五银。因买田畔一枯栗树，将为薪以求利。经宿，为邻人盗斫，创及腹，忽有黑蛇举首如臂，人语曰：「我王清本也，汝勿斫。」其人惊惧，失斤……
V28-P503,卷十四·诺皋记上,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,元和中，苏湛游蓬鹊山，裹粮钻火，境无遗跬。忽谓妻曰：「我行山中，睹倒崖有光镜，必灵境也。明日将投之，今与卿诀。」妻子号泣，止之不得。及明遂行，妻子领奴婢潜随之。……
V29-P504,卷十五·诺皋记下,神仙志怪,物怪变形、异物奇珍,无生命物体变形为怪物或精灵、奇异物品和珍宝的记载,神、怪,和州刘录事者，大历中，罢官居和州旁县。食兼数人，尤能食鲙，常言鲙味未尝果腹。邑客乃网鱼百余斤，会于野亭，观其下箸。初食鲙数叠，忽似哽，咯出骨珠子，大如黑豆，乃置……
V29-P505,卷十五·诺皋记下,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,冯坦者，常有疾，医令浸蛇酒服之。初服瓮子，疾减半。又令家人园中执蛇，投瓮中，封闭七日。及开，蛇跃出，举首尺余，出门，因失所在。其过迹，地坟起数寸。陆绍郎中又言，……
V29-P506,卷十五·诺皋记下,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,狐,有陈朴，元和中，住崇贤里北街。大门外有大槐树，朴常黄昏徙倚窥外，见若妇人及狐大老乌之类，飞入树中，遂伐视之。树三槎，槎空中，槎有独头栗百二十，槎中襁一死儿，长尺……
V29-P507,卷十五·诺皋记下,神仙志怪,自然怪象,自然界出现的奇异现象,僧、龙,僧无可言，近传有白将军者，常于曲江洗马，马忽跳出惊走。前足有物，色白如衣带，萦绕数匹。遽令解之，血流数升。白异之，遂封纸帖中，藏衣箱内。日，送客至滻水，出示诸客……
V29-P508,卷十五·诺皋记下,神仙志怪,僧尼异事,僧尼的奇异经历,,景公寺前街中，旧有巨井，俗呼为八角井。元和初，有公主夏中过，见百姓方汲，令从婢以银棱碗就井取水，误坠碗。经月余，出于渭河。
V29-P509,卷十五·诺皋记下,神仙志怪,异闻杂录,古文叙事模式的超自然片段，以叙事标记词为特征,怪、道,东平未用兵，有举人孟不疑，客昭义。夜至驿，方欲濯足，有称淄青张评事者，仆从数十，孟欲参谒，张被酒，初不顾，孟因退就西间。张连呼驿吏索煎饼，孟默然窥之，且怒其傲。……
V29-P510,卷十五·诺皋记下,神仙志怪,时间错位、异闻杂录,经历与正常时间流速不同的情境、古文叙事模式的超自然片段，以叙事标记词为特征,鬼、魅、僧、道、咒,"刘积中，常于京近县庄居。妻病重。于夕刘未眠，忽有妇人白首，长才三尺，自灯影中出，谓刘曰：「夫人病，唯我能理，何不祈我。""刘素刚，咄之，姥徐戟手曰：「勿悔！勿悔！……"
V29-P511,卷十五·诺皋记下,神仙志怪,异物奇珍,奇异物品和珍宝的记载,,临川郡南城县令戴察，初买宅于馆娃坊。暇日，与弟闲坐厅中，忽听妇人聚笑声，或近或远，察颇异之。笑声渐近，忽见妇人数十，散在厅前，倏忽不见。如是累日，察不知所为。厅……
V29-P512,卷十五·诺皋记下,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,独孤叔牙，常令家人汲水，重不可转，数人助出之，乃人也。戴席帽，攀栏大笑，却坠井中。汲者揽得席帽，挂于庭树。每雨，所溜雨处辄生黄菌。
V29-P513,卷十五·诺皋记下,神仙志怪,修道成仙,通过修炼得道成仙,道、龙,有史秀才者，元和中，曾与道流游华山。时暑，环憩小溪。忽有叶，大如掌，红润可爱，随流而下。史独接得，置怀中。坐食顷，觉怀中渐重。潜起观之，觉叶上鳞起，栗栗而动，史……
V29-P514,卷十五·诺皋记下,神仙志怪,异物奇珍,奇异物品和珍宝的记载,,史论作将军时，忽觉妻所居房中有光，异之。因与妻遍索房中，且无所见。日，妻早妆开奁，奁中忽有五色龟，大如钱，吐五色气，弥满室。后常养之。
V29-P515,卷十五·诺皋记下,神仙志怪,物怪变形、异物奇珍,无生命物体变形为怪物或精灵、奇异物品和珍宝的记载,怪、巫,工部员外郎张周封言，旧庄城东狗脊觜西，尝筑墙于太岁上，夕尽崩。且意其基虚，功不至，乃率庄客指挥筑之。高未数尺，炊者惊叫曰：「怪作矣。」遽视之，饭数斗悉跃出蔽地，……
V29-P516,卷十五·诺皋记下,神仙志怪,物怪变形、异物奇珍,无生命物体变形为怪物或精灵、奇异物品和珍宝的记载,神、魅、龙、蛟,山萧，名山臊，《神异经》作，《永嘉郡记》作山魅，名山骆，名蛟，名濯肉，名热肉，名晖，一名飞龙。如鸠，青色，亦曰治乌。巢大如五斗器，饰以土垩，赤白相见，状如射侯。……
V29-P517,卷十五·诺皋记下,事物怪变,物怪变形,无生命物体变形为怪物或精灵,,伍相奴，或扰人，许于伍相庙多已。旧说姓姚，二姓王，三姓汪。昔值洪水，食都树皮，饿死，化为鸟都，皮骨为猪都，妇女为人都。鸟都左腋下有镜印，阔二寸分，右脚无大指，右……
V29-P518,卷十五·诺皋记下,事物怪变,人兽互变,人与兽之间的变形互变,怪、狐,旧说野狐名紫狐，夜击尾火出。将为怪，必戴髑髅拜北斗，髑髅不坠，则化为人矣。
V29-P519,卷十五·诺皋记下,神仙志怪,鬼魂还阳、法术幻术,鬼魂返回阳间的故事、使用法术或幻术的故事,道、狐、符,刘元鼎为蔡州蔡州新破，食场狐暴，刘遣吏生捕，日于球场纵犬逐之为乐。经年，所杀百数。后获一疥狐，纵五六犬皆不敢逐，狐亦不走。刘大异之，令访大将家猎狗及监军亦自夸巨……
V29-P520,卷十五·诺皋记下,神仙志怪,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,,南中有兽名风狸，如狙，眉长好羞，见人辄低头。其溺能理风疾。卫士多言风狸杖难得于翳形草。南人以上长绳系于野外大树下，入匿于旁树穴中伺之。三日后，知无人至，乃于草中……
V29-P521,卷十五·诺皋记下,神仙志怪,壶中天地、动植怪变,小空间内包含大世界的奇境、动植物出现怪异变化,怪,开成末，永兴坊百姓王乙掘井，过常井一丈余无水。忽听向下有人语及鸡声，甚喧闹，近如隔壁。井匠惧，不敢掘。街司申金吾韦处仁将军，韦以事涉怪异，不复奏，遽令塞之。据亡……
V29-P522,卷十五·诺皋记下,神仙志怪,鬼魂还阳、冥界游历,鬼魂返回阳间的故事、进入冥界游历后返回的故事,冥,太和三年，寿州虞侯景乙，京西防秋回。其妻久病，才相见，遽言我半身被斫去往东园矣，可速逐之。乙大惊，因趣园中。时昏黑，见物长六尺余，状如婴儿，裸立，挈竹器。乙情急……
V29-P523,卷十五·诺皋记下,神仙志怪,物怪变形,无生命物体变形为怪物或精灵,魅、怪、精,太和末，荆南松滋县南，有士人寄居亲故庄中肄业。初至之夕，二更后，方张灯临案，忽有小人才半寸，葛巾杖策，入门谓士人曰：「乍到无主人，当寂寞。」其声大如苍蝇。士人素……
V29-P524,卷十五·诺皋记下,神仙志怪,物怪变形、异物奇珍,无生命物体变形为怪物或精灵、奇异物品和珍宝的记载,怪,京宣平坊，有官人夜归入曲，有卖油者张帽驱驴，驮桶不避，导者搏之，头随而落，遂遽入一大宅门。官人异之，随入，至大槐树下遂灭。因告其家，即掘之。深数尺，其树根枯，下……
V29-P525,卷十五·诺皋记下,神仙志怪,僧尼异事、物怪变形,僧尼的奇异经历、无生命物体变形为怪物或精灵,魅、僧、龙,"陵州龙兴寺僧惠恪，不拘戒律，力举石臼。好客，往来多依之。常夜会寺僧十余，设煎饼。二更，有巨手被毛如胡鹿，大言曰：""乞煎饼。""众僧惊散，惟惠恪掇煎饼数枚，置其掌中……"
V29-P526,卷十五·诺皋记下,神仙志怪,异物奇珍、因果报应,奇异物品和珍宝的记载、善恶有报的因果故事,,开成初，东市百姓丧父，骑驴市凶具。行百步，驴忽然曰：「我姓白名元通，负君家力已足，勿复骑我。南市卖麸家欠我五千四百，我又负君钱数亦如之，今可卖我。」其人惊异，即……
V29-P527,卷十五·诺皋记下,神仙志怪,物怪变形、异物奇珍,无生命物体变形为怪物或精灵、奇异物品和珍宝的记载,神、怪,郓州阚司仓者，家在荆州。其女乳母钮氏，有子，妻爱之，与其子均焉，衣物饮食悉等。忽日，妻偶得林檎蒂，戏与己子，孔母乃怒曰：「小娘子成长，忘我矣。常有物与我子停分，……
V29-P528,卷十五·诺皋记下,神仙志怪,隐逸修行,隐逸修行的故事,,荆州处士侯又玄，常出郊，厕于荒冢上。及下，跌伤其肘，创甚。行数百步，逢老人，问何所苦也，又玄见其肘。老人言：「偶有良药，可封之，下日不开必愈。」又玄如其言。及解……
V29-P529,卷十五·诺皋记下,神仙志怪,隐逸修行,隐逸修行的故事,,许卑山人言，江左数十年前，有商人左膊上有疮，如人面，亦无它苦。商人戏滴酒口中，其面亦赤。以物食之，凡物必食，食多觉膊内肉涨起，疑胃在其中也。或不食之，则一臂痺焉……
V29-P530,卷十五·诺皋记下,神仙志怪,物怪变形、异物奇珍,无生命物体变形为怪物或精灵、奇异物品和珍宝的记载,怪,工部员外张周封言，今年春，拜扫假回，至湖城逆旅。说去年秋有河北军将过此，至郊外数里，忽有旋风如升器，常起于马前，军将以鞭击之转大，遂旋马首，鬣起如植。军将惧，下……
V30-P532,卷十六·广动植之一,神话异兽,因果报应,善恶有报的因果故事,神、龙、蛟、凤、麒麟,羽嘉生飞龙，飞龙生凤，凤生鸾，鸾生庶鸟。应龙生建鸟，建鸟生麒麟，骐麟生庶兽。分鳞生蛟龙，蛟龙生鲲鲠，鲲鲠生建邪，建邪生庶鱼。分潭生先龙，先龙生玄亢，玄亢生灵……
V30-P533,卷十六·广动植之一,神仙志怪,祥瑞灾异,天降祥瑞或灾异的记录,妖,人参处处生，兰长生为瑞。有实曰果。又在木曰果。小麦忌戌，大麦忌子。荠、葶苈、菥莫为三叶，孟夏煞之。乌头壳外有毛，石劫应节生花。木再花，夏有雹。李再花，秋大霜。木……
V31-P535,卷十六·广动植之一,神仙志怪,异物奇珍,奇异物品和珍宝的记载,神、凤,凤，骨黑，雄雌夕旦鸣各异。黄帝使伶伦制十二写之，其雄声，其雌音。乐有凤凰台，此凤脚，下物如白石者。凤有时来仪，候其所止处，掘深三尺，有圆石如卵，正白，服之安心……
V31-P540,卷十六·广动植之一,神仙志怪,物怪变形,无生命物体变形为怪物或精灵,魅、狐,贞元三年，中书省梧桐树上有鹊，以泥为巢。焚其巢，可禳狐魅。
V31-P562,卷十六·广动植之一,神仙志怪,侠客义行、神灵传说,侠客、刺客的义行故事、关于神仙、民俗神灵的传说记载,神、鬼、天帝,夜行游女，曰天帝女，曰钓星。夜飞昼隐如鬼神，衣毛为飞鸟，脱毛为妇人。无子，喜取人子，胸前有乳。凡人饴小儿不可露处，小儿衣亦不可露晒，毛落衣中，当为鸟祟。或以血点……
V31-P563,卷十六·广动植之一,神仙志怪,异闻杂录,古文叙事模式的超自然片段，以叙事标记词为特征,鬼、魂,鬼车鸟，相传此鸟昔有十首，能收人魂，一首为犬所噬。秦中天阴，有时有声，声如力车鸣，或言是水鸡过也。
V32-P579,卷十六·广动植之一,神仙志怪,占卜预言,通过占卜进行预言的故事,龙,马，虏中护兰马，玉白马也，亦曰玉面谙真马，十三岁马也。以十三岁已下，可以留种。旧种马，戎马八尺，田马七尺，怒马六尺。瓜州饲马以草，沙州以茨萁，凉州以勃突浑，蜀……
V32-P583,卷十六·广动植之一,神仙志怪,物怪变形、异物奇珍,无生命物体变形为怪物或精灵、奇异物品和珍宝的记载,仙、怪,鹿，虞部郎中陆绍弟，为卢氏县尉。尝观猎人猎，忽遇鹿五六头临涧，见人不惊，毛班如画。陆怪猎人不射，问之，猎者言：「此仙鹿也，射之不能伤，且复不利。」陆不信，强之。……
V32-P599,卷十六·广动植之一,神话异兽,因果报应,善恶有报的因果故事,神、龙、蛟、凤、麒麟,羽嘉生飞龙，飞龙生凤，凤生鸾，鸾生庶鸟。应龙生建鸟，建鸟生麒麟，骐麟生庶兽。分鳞生蛟龙，蛟龙生鲲鲠，鲲鲠生建邪，建邪生庶鱼。分潭生先龙，先龙生玄魧，玄魧生灵龟，……
V32-P600,卷十六·广动植之一,神仙志怪,祥瑞灾异,天降祥瑞或灾异的记录,妖,人参处处生，兰长生为瑞。有实曰果。又在木曰果。小麦忌戌，大麦忌子。荠、葶苈、菥莫为三叶，孟夏煞之。乌头壳外有毛，石劫应节生花。木再花，夏有雹。李再花，秋大霜。木……
V32-P602,卷十六·广动植之一,神仙志怪,异物奇珍,奇异物品和珍宝的记载,神、凤,凤，骨黑，雄雌夕旦鸣各异。黄帝使伶伦制十二籥写之，其雄声，其雌音。乐有凤凰台，此凤脚，下物如白石者。凤有时来仪，候其所止处，掘深三尺，有圆石如卵，正白，服之安心……
V32-P607,卷十六·广动植之一,神仙志怪,物怪变形,无生命物体变形为怪物或精灵,魅、狐,贞元三年，中书省梧桐树上有鹊，以泥为巢。焚其巢，可禳狐魅。
V32-P629,卷十六·广动植之一,神仙志怪,侠客义行、神灵传说,侠客、刺客的义行故事、关于神仙、民俗神灵的传说记载,神、鬼、天帝,夜行游女，曰天帝女，曰钓星。夜飞昼隐如鬼神，衣毛为飞鸟，脱毛为妇人。无子，喜取人子，胸前有乳。凡人饴小儿不可露处，小儿衣亦不可露晒，毛落衣中，当为鸟祟。或以血点……
V32-P630,卷十六·广动植之一,神仙志怪,异闻杂录,古文叙事模式的超自然片段，以叙事标记词为特征,鬼、魂,鬼车鸟，相传此鸟昔有十首，能收人魂，一首为犬所噬。秦中天阴，有时有声，声如力车鸣，或言是水鸡过也。
V32-P646,卷十六·广动植之一,神仙志怪,占卜预言,通过占卜进行预言的故事,龙,马，虏中护兰马，玉白马也，亦曰玉面谙真马，十三岁马也。以十三岁已下，可以留种。旧种马，戎马八尺，田马七尺，怒马六尺。瓜州饲马以薲草，沙州以茨萁，凉州以勃突浑，蜀……
V32-P650,卷十六·广动植之一,神仙志怪,物怪变形、异物奇珍,无生命物体变形为怪物或精灵、奇异物品和珍宝的记载,仙、怪,鹿，虞部郎中陆绍弟，为卢氏县尉。尝观猎人猎，忽遇鹿五六头临涧，见人不惊，毛班如画。陆怪猎人不射，问之，猎者言：「此仙鹿也，射之不能伤，且复不利。」陆不信，强之。……
V34-P730,卷十七·广动植之二,神仙志怪,修道成仙,通过修炼得道成仙,道、龙,虱，旧说虱虫饮赤龙所浴水则愈。虱恶水银。人有病虱者，虽香衣沐浴不得已。道士崔白言，荆州秀才张告，尝扪得两头虱。有草生山足湿处，叶如百合，对叶独茎，茎微赤，高一二……
V34-P766,卷十七·广动植之二,神仙志怪,修道成仙,通过修炼得道成仙,道、龙,虱，旧说虱虫饮赤龙所浴水则愈。虱恶水银。人有病虱者，虽香衣沐浴不得已。道士崔白言，荆州秀才张告，尝扪得两头虱。有草生山足湿处，叶如百合，对叶独茎，茎微赤，高一二……
V34-P782,卷十七·广动植之二,神话异兽,其他超自然,无法归入具体叙事主题的超自然段落（兜底类别）,龙、蛟,樟木，江东人多取为船，船有与蛟龙斗者。
V34-P789,卷十七·广动植之二,异域怪物,占卜预言,通过占卜进行预言的故事,道,栀子，诸花少六出者，唯栀子花六出。陶真白言，栀子剪花六出，刻房七道，其花香甚。相传即西域瞻卜花也。
V34-P790,卷十七·广动植之二,神仙志怪,神灵传说,关于神仙、民俗神灵的传说记载,仙,仙桃，出郴州苏耽仙坛。有人至，心祈之辄落坛上，或至五六颗。形似石块，赤黄色，破之，如有核三重。研饮之，愈众疾，尤治邪气。
V34-P791,卷十七·广动植之二,异域怪物,神灵传说,关于神仙、民俗神灵的传说记载,僧、道,娑罗，巴陵有寺，僧房床下忽生木，随伐随长。外国僧见曰：「此娑罗也。」元嘉初，出花如莲。天宝初，安西道进娑罗枝，状言：「臣所管四镇，有拔汗那最为密近，木有娑罗树，……
V34-P798,卷十七·广动植之二,异域怪物,异物奇珍、修道成仙,奇异物品和珍宝的记载、通过修炼得道成仙,道,蒲萄，俗言蒲萄蔓好引于西南。庾信谓魏使尉瑾曰：「我在邺，遂大得蒲萄，奇有滋味。」陈昭曰：「作何形状？」徐君房曰：「有类软枣。」信曰：「君殊不体物，可得言似生荔枝……
V34-P799,卷十七·广动植之二,神仙志怪,僧尼异事、异物奇珍,僧尼的奇异经历、奇异物品和珍宝的记载,道、龙,贝丘之南有蒲萄谷，谷中蒲萄，可就其所食之，或有取归者即失道，世言王母蒲萄也。天宝中，沙门昙霄因游诸岳，至此谷，得蒲萄食之。又见枯蔓堪为杖，大如指，五尺余，持还本……
V34-P806,卷十七·广动植之二,佛道灵异,修道成仙、祥瑞灾异,通过修炼得道成仙、天降祥瑞或灾异的记录,佛、道、变、袈裟,菩提树，出摩伽陀国，在摩诃菩提寺，盖释迦如来成道时树，名思惟树。茎干黄白，枝叶青翠，经冬不凋。至佛入灭日，变色凋落，过已还生。至此日，国王人民大作佛事，收叶而归……
V34-P833,卷十七·广动植之二,神仙志怪,神灵传说,关于神仙、民俗神灵的传说记载,仙、道、凤、符,《仙经》言，穿地六尺，以鐶实一枚种之，灌以黄水五合，以土坚筑之。三年生苗如匏。实如桃，五色，名凤脑芝。食其实，唾地为凤，乘升太极。白符芝，大雪而华。五德芝，如车……
V34-P835,卷十七·广动植之二,神仙志怪,僧尼异事、法术幻术,僧尼的奇异经历、使用法术或幻术的故事,僧、法师,苔，慈恩寺唐三藏院后檐阶，开成末有苔，状如苦苣。初于砖上，色如盐绿，轻嫩可爱。谈论僧义林，太和初改葬棋法师，初开冢，香气袭人，侧卧砖台上，形如生。砖上苔厚二寸余……
V34-P842,卷十七·广动植之二,神仙志怪,物怪变形、异物奇珍,无生命物体变形为怪物或精灵、奇异物品和珍宝的记载,怪、精,天名精，曰鹿活草。昔青州刘，宋元嘉中射鹿，剖五藏，以此草塞之，蹶然而起。怪而拔草，复倒。如此三度，密录此草种之，多主伤折，俗呼为刘草。
V34-P843,卷十七·广动植之二,神仙志怪,僧尼异事、法术幻术,僧尼的奇异经历、使用法术或幻术的故事,僧,牡丹，前史中无说处，唯《谢康乐集》中言竹间水际多牡丹。成式捡隋朝《种植法》七十卷中，初不记说牡丹，则知隋朝花药中所无也。开元末，裴士淹为郎官，奉使幽冀回，至汾州……
V34-P847,卷十七·广动植之二,佛道灵异,修道成仙,通过修炼得道成仙,怪、佛、变,异菌，开城元年春，成式修竹里私第书斋前，有枯紫荆数枝蠹折，因伐之，余尺许。至三年秋，枯根上生菌，大如斗。下布五足，顶黄白两晕，绿垂裙如鹅鞴，高尺余。至午，色变黑……
V35-P903,卷二十·肉攫部,妖怪变形,人兽互变、修道成仙,人与兽之间的变形互变、通过修炼得道成仙,变,齐王高纬武平六年，得幽州行台仆射河东潘子光所送白鸽，合身如雪色。视臆前微微有纵白斑之理，理色暧昧如纁。觜本之色微带青白，向末渐乌。其爪亦同于觜。蜡胫并作黄白赤。……
V35-P921,卷二十·肉攫部,神仙志怪,修道成仙,通过修炼得道成仙,道、龙,东道白，腹背俱白，大者六斤余，鹰内之最大。生卢龙、和龙以北，不知远近，向涣休、巨黑、章武、合口、光州飞。虽稍软，若值快者，越于前鹰。土黄，所在山谷皆有。生柞栎树……
V35-P922,卷二十·肉攫部,神仙志怪,修道成仙,通过修炼得道成仙,道,黑皂鹂，大者五斤，生渔阳山松杉树上，多死。时有快者，章武飞。白皂鹂，大者五斤，生渔阳、白道、河阳、漠北，所在皆有。生柏枯树上，便鸟，向灵丘、中山、范阳、章武飞。……
X36-P928,续·支诺皋上,神仙志怪,鬼魂还阳、物怪变形,鬼魂返回阳间的故事、无生命物体变形为怪物或精灵,鬼、怪,新罗国有第贵族金哥。其远祖名旁，有弟人，甚有家财。其兄旁因分居，乞衣食，国人有与其隙地亩，乃求蚕穀种于弟，弟蒸而与之，不知也。至蚕时，有蚕生焉，目长寸余，居旬大……
X36-P929,续·支诺皋上,佛道灵异,僧尼异事、法术幻术,僧尼的奇异经历、使用法术或幻术的故事,魅、怪、僧,临濑西北有寺，寺僧智通，常持《法华经》入禅。每晏坐，必求寒林静境，殆非人所至。经数年，忽夜有人环其院呼智通，至晓声方息。历三夜，声侵户，智通不耐，应曰：「汝呼我……
X36-P930,续·支诺皋上,神仙志怪,天上人间、异闻杂录,天上与人间的往返穿梭、古文叙事模式的超自然片段，以叙事标记词为特征,怪、道,南人相传，秦汉前有洞主吴氏，土人呼为吴洞。娶两妻，妻卒。有女名叶限，少惠，善陶金，父爱之。末岁父卒，为后母所苦，常令樵险汲深。时尝得鳞，二寸余，赬鬐金目，遂潜养……
X36-P931,续·支诺皋上,神仙志怪,异物奇珍、梦兆应验,奇异物品和珍宝的记载、梦中的预兆后来应验,,太和五年，复州医人王超，善用针，病无不差。于午忽无病死，经宿而苏。言始梦至处，城壁台殿如王者居。见人卧，召前袒视，左髆有肿，大如杯。令超治之，即为针出脓升余。顾……
X36-P932,续·支诺皋上,妖怪变形,人兽互变,人与兽之间的变形互变,怪、道、变,前秀才李鹄觐于颍川，夜至一驿，才卧，见物如猪者突上厅阶。鹄惊走，透后门，投驿厩，潜身草积中，屏息且伺之。怪亦随至，声绕草积数匝，瞪目相视鹄所潜处，忽变为巨星，腾……
X36-P933,续·支诺皋上,神仙志怪,鬼魂还阳、因果报应,鬼魂返回阳间的故事、善恶有报的因果故事,鬼,元和中，国子监学生周乙者，常夜习业，忽见一小鬼鬅鬙，头长二尺余，满头碎光如星，眨眨可恶。戏灯弄砚，纷搏不止。学生素有胆，叱之，稍却，复傍书案。因伺其所为，渐逼近……
X36-P934,续·支诺皋上,神仙志怪,僧尼异事、异物奇珍,僧尼的奇异经历、奇异物品和珍宝的记载,僧,贞元中，蜀郡有僧志功，言住宝相寺持经。夜久，忽有飞虫五六枚，大如蝇，金色，迭飞起灯焰。或蹲于炷花上鼓翅，与火色，久乃灭焰中。如此数夕。童子击堕枚，乃薰陆香也，亦……
X36-P935,续·支诺皋上,神仙志怪,鬼魂还阳、冥界游历,鬼魂返回阳间的故事、进入冥界游历后返回的故事,鬼、冥,元和初，上都东市恶少李和子，父努眼。和子性忍，常攘狗及猫食之，为坊市之患。常臂鹞立于衢，见二人紫衣，呼曰：「公非李努眼子名和子乎？」和子即遽只揖。又曰：「有故，……
X36-P936,续·支诺皋上,神仙志怪,修道成仙、隐逸修行,通过修炼得道成仙、隐逸修行的故事,精、道,贞元末，开州军将冉从长轻财好事，而州之儒生道者多依之。有画人宁采图为《竹林会》，甚工。坐客郭萱、柳成二秀才，每以气相轧。柳忽眄图谓主人曰：「此画巧于体势，失于意……
